country,year,yield_kg_ha,area_harvested_ha,nitrogen_mineral_fertilizer_kg_ha,phosphorus_mineral_fertilizer_kg_ha,potassium_mineral_fertilizer_kg_ha,nitrogen_organic_fertilizer_kg_ha,nitrogen_atmospheric_deposition_kg_ha,nitrogen_biological_fixation_kg_ha,nitrogen_leaching_kg_ha,nitrogen_seed_kg_ha
Benin,1993,977.8,494372,15.91311805684788,5.318901555913361,5.607518225142201,22.09317234794851,19.21244548639486,24.189249795700405,6.00994635618522,4.339431844845582
Benin,1994,1022.8,480586,16.10741885947572,5.41976670148527,5.768374442867666,24.638609322785097,20.563731985534325,26.220305002642608,6.538463667272871,4.7764818367576245
Benin,1995,1173.7,491098,28.507548391563393,13.317097605773187,11.83063258249881,22.738654810241542,21.47245885749891,29.996223157088806,7.398485841929717,5.424036750302384
Benin,1996,1081.8,513753,28.13219582172756,8.7649278933651,9.531817819068696,23.301121550628412,22.862427275363846,26.08663774226136,7.473443853369226,5.292525980383569
Benin,1997,1202.0,583254,32.17123243046769,9.421871088753784,10.815185150894807,17.972526034969327,18.797243225078613,26.574645866123507,6.811628381459879,4.954278581887137
Benin,1998,1114.3,594277,25.809513072186874,10.688759618830948,10.893909742426512,12.83811185692867,20.138594628430848,26.66085848854995,5.148573644950082,4.871785043001833
Benin,1999,1251.8,625482,55.317339267956555,7.249449224757867,15.525626636737748,10.89351124412853,18.50519775149405,26.206090662880783,7.710436111670679,4.7192099852593685
Benin,2000,1148.1,653630,21.877820785459665,7.604302128115295,12.06339978275171,12.192764255006654,19.07500007649588,28.53431513241436,4.626334929547298,4.5866043480256415
Benin,2001,1100.2,623412,24.221542094152824,5.245327327674154,11.316753607566104,14.971753992544256,20.360563479689194,30.09889832085362,5.416504975842621,5.497465720903672
Benin,2002,1164.4,684882,34.3971662271749,6.601604363963427,9.461206456002639,14.292105647396195,19.87174257755351,29.996243440475876,6.2981377813988395,4.711499061152141
Benin,2003,1189.9,662533,1.9893348708668097,0.26586449278752905,0.5061181858111219,15.185976547583289,22.346755557836364,30.98738689242649,3.2361287664161638,5.021797102936759
Benin,2004,1179.0,714154,0.20303744010395516,0.0,0.0,14.4525015612879,20.44222212575999,31.287523559344343,2.910804112278304,4.568349123578388
Benin,2005,1144.7,755397,0.5467323804568989,0.23318069836125904,0.4493928358201052,14.102402577717411,20.58694898179368,28.520446731983316,2.875153727113028,4.146405400074398
Benin,2006,1227.3,704610,0.015611473013440059,0.006806602233859866,0.01295752260115525,15.208721562282681,19.321548658122932,24.981523821688594,3.043305516526873,4.212190289663786
Benin,2007,1334.4,698120,0.8250730533432648,0.011866154815790982,0.02258923967226265,15.864255572107947,20.427808829427605,33.60251375121755,3.2553583911075457,4.4070032372657995
Benin,2008,1127.9,867154,0.4116915795810202,0.2086595921831647,0.027757468684916405,11.792125504812292,16.57817827052634,29.709850384130153,2.3995943050484687,3.2234533889020867
Benin,2009,1397.7,862281,6.719387299499815,2.671273053679717,5.0852216388857,12.27413418595562,19.281676970732278,32.003479724127054,3.1267655207525156,3.8052705556541313
Benin,2010,1102.8,918237,13.15455595886465,5.098174000829851,0.017174215371412827,11.906413703651673,17.142652387128816,34.42009731692362,3.6967383148359305,3.5733830154959993
Benin,2011,1421.6,820161,5.035596669434416,1.62670500060354,3.956906022110293,13.782697299676528,19.531174488911322,34.68301260362294,3.260099175649659,4.000693156587548
Benin,2012,1262.2,938846,9.519133063356504,4.137338818080921,7.8761266490990005,12.437495499794428,17.336144692526783,31.68270738758007,3.439386757785622,3.494942194992576
Benin,2013,1308.4,1006289,4.997570280505898,1.8474851657923321,3.47411131394659,11.994436290171114,17.105152992828103,33.45244079980999,2.898665691466368,3.2607059204661883
Benin,2014,1399.1,968030,15.251593442351993,1.6435069161079718,2.9323471380019215,12.892351166802682,18.52895106556615,35.6995037343884,4.103651746330176,3.3895772858279187
Benin,2015,1281.3,1003715,0.18431526877649532,0.0030407037854371013,0.13892389771997032,12.888089646961538,18.429288493247586,38.909886571387304,2.5960354283835554,3.2690679127043034
Benin,2016,1376.2,1000361,14.178881423806006,2.9859580691370415,5.66187606274135,13.324921303409468,17.691990891288246,40.55916024315222,4.082833297179718,3.2800284097440824
Benin,2017,1321.5,1100513,0.04179868842985044,0.0,0.0,12.523493952365852,17.222720131429615,38.273294727095454,2.5088702268850978,2.981529977383275
Benin,2018,1304.0,1157805,41.51562655196687,10.388941142938577,19.315446037977033,12.298234331342497,18.24990028545394,49.00479631716913,6.611228574759998,2.8339940663583247
Benin,2019,1075.2,1470250,51.244346199625916,13.009569801054242,20.371623873490904,10.00867505526271,14.943896140112225,35.37992178200986,7.1261967692569295,2.2317377996939296
Benin,2020,1271.8,1267159,47.037901320986556,9.933840978125081,18.94350274906306,13.28127070083549,16.569609970019545,41.56157703966116,7.099991398080273,2.5894244526535344
Benin,2021,1206.4,1349543,41.32176596077339,9.63127073387065,18.396260808288435,13.803247617897318,16.421653404152366,42.17449284683778,7.023650821055721,2.4313508350604613
Benin,2022,1164.3,1391073,44.13140072447672,9.963377910433168,18.974140825104076,14.544399539060855,16.910202555868743,42.916294759512986,7.738246519053997,2.358763702551915
Benin,2023,991.9,2075990,26.444009845904844,8.573132818558856,4.015684083256663,10.561432376841893,11.33113656616843,42.45009547252155,4.756569058617815,1.5805531336856151
Benin,2024,1190.5,1759588,,,,,,,,
Ethiopia,1961,962.9,755000,0.26490066225165565,1.3245033112582782,,59.62337748344371,81.58174609271522,71.27886966887418,11.951165562913907,8.05696463576159
Ethiopia,1962,961.0,769000,0.39011703511053314,1.3003901170351104,,59.10776866059818,85.33547932379714,71.4938899869961,11.860565409622886,8.092470871261378
Ethiopia,1963,900.0,772200,0.518000518000518,1.295001295001295,,59.119910774410776,88.39354079254078,73.71503224553224,11.875782180782181,8.048166796166795
Ethiopia,1964,970.0,790500,0.6325110689437066,1.2650221378874131,,58.24250487033523,88.44293497786212,74.59258064516129,11.711752055660973,8.05205313092979
Ethiopia,1965,985.0,800400,0.7496251874062968,1.249375312343828,,58.21846151924038,92.43303760619692,74.52485107446276,11.7186547976012,8.020470264867566
Ethiopia,1966,1000.0,812100,1.4776505356483192,1.847063169560399,,58.07857000369412,94.41868205885974,76.30275138529737,11.76347900504864,8.02586541066371
Ethiopia,1967,1007.8,820200,1.8288222384784198,2.43842965130456,,58.05707254328213,96.75559595220678,77.4723678371129,11.794296756888563,8.014590831504512
Ethiopia,1968,1029.7,828400,2.0521487204249156,3.6214389183969096,,57.96524456784162,99.45572501207147,79.0022073877354,11.798263761467888,8.087962819893772
Ethiopia,1969,1051.0,837700,2.387489554733198,3.5812343320997972,,57.88335991405038,102.95958135370657,79.37883204010981,11.815420914408499,8.125183717321237
